CommectIds,Comments,Clean Comments,Sentiment Scores,Sentiments
EPA-HQ-ORD-2016-0632-0026,"American needs to Build more Dams for Clean Energy, For Wildlife, For Recreational, For Farmers, For miners, Helps prevent pollution , Help with Wildfires, so many benefits to all humans and wildlife and animals, Much more efficient and reliable that either solar or wind. And it works 100% of the time.<br/>Advantages of Hydropower:<br/>Hydropower is fueled by water, so it&#39;s a clean fuel source, meaning it won&#39;t pollute the air or water with Rare earth elements in wind and solar, it does not kill wildlife like wind and solar . <br/>Hydroelectric power is a domestic source of energy, allowing each state to produce their own energy without being reliant on international fuel sources.<br/>The energy generated through hydropower relies on the water cycle, which is driven by the sun, making it a renewable power source, making it a more reliable and affordable source than wind which only works 15 to 35 percent of time, or solar with no storage and dams are cost less for consumers electric bills.<br/>Impoundment hydropower creates reservoirs that offer a variety of recreational opportunities, notably fishing, swimming, and boating. Most water power installations are required to provide some public access to the reservoir to allow the public to take advantage of these opportunities. <br/>Some hydropower facilities can quickly go from zero power to maximum output. Because hydropower plants can generate power to the grid immediately, they provide essential back-up power during major electricity outages or disruptions.<br/>In addition to a sustainable fuel source, hydropower efforts produce a number of benefits, such as flood control, irrigation, and water supply.<br/>Many dams were built for other purposes and hydropower was added later. In the United States, there are about 80,000 dams of which only 2,400 produce power. The other dams are for recreation, stock/farm ponds, flood control, water supply, and irrigation. Hydropower plants range in size from small systems for a home or village to large projects producing electricity for utilities. Helps protect from run off of Pesticide Residues of Pesticide Chemicals in or on Various Commodities helps Recreational Benefits of Nutrient Reductions in Waters",american need build dam clean energy wildlife recreational farmer miner help prevent pollution help wildfire many benefit human wildlife animal much efficient reliable either solar wind work time advantage hydropower hydropower fueled water clean fuel source meaning pollute air water rare earth element wind solar kill wildlife like wind solar hydroelectric power domestic source energy allowing state produce energy without reliant international fuel source energy generated hydropower relies water cycle driven sun making renewable power source making reliable affordable source wind work percent time solar storage dam cost le consumer electric bill impoundment hydropower creates reservoir offer variety recreational opportunity notably fishing swimming boating water power installation required provide public access reservoir allow public take advantage opportunity hydropower facility quickly go zero power maximum output hydropower plant generate power grid immediately provide essential back power major electricity outage disruption addition sustainable fuel source hydropower effort produce number benefit flood control irrigation water supply many dam built purpose hydropower added later united state dam produce power dam recreation stock farm pond flood control water supply irrigation hydropower plant range size small system home village large project producing electricity utility help protect run pesticide residue pesticide chemical various commodity help recreational benefit nutrient reduction water,0.99,Positive
EPA-HQ-ORD-2016-0632-0024,"A regulator has an obligation to the regulated community and the public to show that there is a tangible benefit to justify the additional cost. Regulatory costs affect not just the regulated industry, but society at large in the form of higher energy prices, fewer jobs, less government revenue, and slower economic growth. Past  EPA  has failed in its obligation and simply ignores laws that require proper justification and economic analysis .including (i) Executive Order 13563; (ii) Executive Order 12866 (Regulatory Planning and Review); (iii) the Regulatory Flexibility Act of 1980; (iv) the Small Business Regulatory Enforcement Fairness Act; and (v) the Unfunded Mandates Reform Act.  <br/>On  June 14, 2016   Senate Finance Committee Chairman Orrin Hatch (R-Utah)   opening statement   Instead of discouraging the domestic production of oil and gas, we should welcome it.  By reducing our dependence on foreign oil, creating many high-paying jobs, and bringing down the cost of living for U.S. households, increased domestic energy production can protect our national security and provide greater economic stability.  with the various &quot;carbon tax&quot; proposals, is Higher taxes in the form of increased energy costs and reduced wages, relative to the cost of living.  In addition to increasing costs, particularly on middle class and lower income earners. The (Obama ) President&#39;s energy policy was  hyper-focused on picking winners and losers and in handing over taxpayer resources to unproven ideas and technologies that, like windmills,  far too often, are completely unable to compete in the energy marketplace.  I do not believe we should be purposefully stopping or raising the cost of existing and proven energy sources - and adding to the costs of doing business or raising a family in the U.S. - in order to make alternative energy sources more attractive . I think we need to work to ensure that our tax code is designed so that it does not punish the production of any viable energy source. The fundamental question related to BLM&#39;s  is whether we as a nation want to encourage responsible energy development on the vast, multiple-use public lands of the United States, or do we want to shut it down. If the goal is to continue to discourage oil and natural gas development on federal lands, then this regulations will indeed further that goal.  Many rule are a broad new regulatory regime with no real justification as it adds cost and delay to energy development with no identified environmental benefit; duplicates yet usurps state regulation; and cannot be implemented in an efficient manner. If indeed the answer is that we want to encourage the continued environmentally responsible development of oil and natural gas on appropriate multiple-use public lands , then regulations are counterproductive to that goal and should be rescinded.<br/>",regulator obligation regulated community public show tangible benefit justify additional cost regulatory cost affect regulated industry society large form higher energy price fewer job le government revenue slower economic growth past epa failed obligation simply ignores law require proper justification economic analysis including executive order ii executive order regulatory planning review iii regulatory flexibility act iv small business regulatory enforcement fairness act unfunded mandate reform act june senate finance committee chairman orrin hatch utah opening statement instead discouraging domestic production oil gas welcome reducing dependence foreign oil creating many high paying job bringing cost living household increased domestic energy production protect national security provide greater economic stability various quot carbon tax quot proposal higher tax form increased energy cost reduced wage relative cost living addition increasing cost particularly middle class lower income earner obama president energy policy hyper focused picking winner loser handing taxpayer resource unproven idea technology like windmill far often completely unable compete energy marketplace believe purposefully stopping raising cost existing proven energy source adding cost business raising family order make alternative energy source attractive think need work ensure tax code designed punish production viable energy source fundamental question related blm whether nation want encourage responsible energy development vast multiple use public land united state want shut goal continue discourage oil natural gas development federal land regulation indeed goal many rule broad new regulatory regime real justification add cost delay energy development identified environmental benefit duplicate yet usurps state regulation implemented efficient manner indeed answer want encourage continued environmentally responsible development oil natural gas appropriate multiple use public land regulation counterproductive goal rescinded,0.9946,Positive
EPA-HQ-ORD-2016-0632-0016,"Today the  Endangered Species Act (ESA) is failing to achieve its primary purpose of species recovery and instead has become a tool for litigation that drains resources away from real recovery efforts on the state, tribal and local level and blocks job-creating economic activities. original goal was to preserve and recover key domestic species from the brink of extinction. Recommends constructive changes in the following categories:  1. Ensuring Greater Transparency and Prioritization of ESA with a Focus on Species Recovery and De-Listing  2. Reducing ESA Litigation and Encouraging Settlement Reform .  3 Empowering States, Tribes, Local Governments and Private Landowners on ESA Decisions Affecting Them and Their Property.  4  Requiring More Transparency and Accountability of ESA Data and Science.  The ESA, federal implementation of it, and seemingly never-ending litigation are creating increasing impediments towards reaching that goal. Only by removing these impediments can the ESA be improved for the benefit of saving species. Federal agencies that implement ESA should not list species unless and until they are able to identify actual recovery and numerical goals for healthy species populations upfrontbefore, or at the time of any proposed rule involving listing a species. Recovery plans should be drafted and completed and approved before listing or critical habitat is designated, not as an afterthought, years later, or not at all. Rather than basing decisions on vague trends showing decline or improvement or &quot;professional opinions,&quot; ESA listing/delisting petitions should not be accepted by federal ESA implementing agencies unless  based on actual data relating to species&#39; condition.  Data used for listing decisions should be made public, especially if the data and related studies are being financed by the taxpayer. Federal agencies should have discretion to extend 12 month or 90-day deadlines relating to species listing or critical habitat determinations, without fear of spurious litigation. Rather than force federal agencies to accept petition with equal weight no matter how lacking  science and data. Agencies should allow to incorporate the best and most current data. Agencies&#39; Listing Priority Guidance (48 Fed. Reg. 43098) should supersede any conflicting 12-month or 90-day deadline set by rule, settlement or other action. Several terms in the law have become magnets for misinterpretation, conflicting interpretations, or even litigation, and should be clarified, including, for example: &quot;foreseeable future&quot;; &quot;significant portion of the range,&quot; &quot;jeopardy&quot; to a species, the technological and economic feasibility of &quot;reasonable and prudent alternatives/measures,&quot; and &quot;maximum extent practicable&quot; relating to mitigation. Federal agencies should be required to disclose all details of consent decrees to Congress and an appropriate NEPA process should be applied for settlements to ensure public input in ESA decisions, and to ensure they include best scientific data. Litigious groups and plaintiffs should be discouraged from filing procedural challenges against agencies simply because they do not agree with the agency&#39;s decisions, (such as delisting determinations, findings of species listing not warranted). Litigants should be required to pay their own way to curb repeated litigation and foster court cases only on substantive matters. To discourage forum shopping by frequent ESA-litigation-plaintiffs, ESA lawsuits should not be permitted in federal courts other than in a state a species is primarily located. Hourly fees paid by the federal government to litigious attorneys for ESA litigation should be capped like other federal statutes to prevent lucrative payment of attorneys&#39; fees. non-governmental organizations or individuals that file ESA-related lawsuits against the federal government should be barred from receiving federal taxpayer-funded grants. Since money is fungible, litigation should not be subsidized by taxpayers. Section 6(a) should be strengthened to ensure that states&#39; roles in ESA policy provisions have meaning and are enforceable. To encourage voluntary Habitat Conservation Plans should be exempt from critical habitat designations. Secretaries of the Interior and Commerce should authorize  certain circumstances to reevaluate, without judicial review, any critical habitat or listing decision where evidence shows significant economic harm .  critical habitat economic analyses should be required at the time of any proposed listing .  federal agencies should be required to justify why data relied upon for ESA decision is the &quot;best available&quot; and why such data is deemed &quot;accurate&quot; and &quot;reliable.&quot; Data used by federal agencies for ESA decisions should be made publicly available .  To ensure accountability, ESA-related peer reviews that do not comply with the Data Quality Act should be deemed &quot;arbitrary and capricious<br/><br/>",today endangered specie act esa failing achieve primary purpose specie recovery instead become tool litigation drain resource away real recovery effort state tribal local level block job creating economic activity original goal preserve recover key domestic specie brink extinction recommends constructive change following category ensuring greater transparency prioritization esa focus specie recovery de listing reducing esa litigation encouraging settlement reform empowering state tribe local government private landowner esa decision affecting property requiring transparency accountability esa data science esa federal implementation seemingly never ending litigation creating increasing impediment towards reaching goal removing impediment esa improved benefit saving specie federal agency implement esa list specie unless able identify actual recovery numerical goal healthy specie population upfrontbefore time proposed rule involving listing specie recovery plan drafted completed approved listing critical habitat designated afterthought year later rather basing decision vague trend showing decline improvement quot professional opinion quot esa listing delisting petition accepted federal esa implementing agency unless based actual data relating specie condition data used listing decision made public especially data related study financed taxpayer federal agency discretion extend month day deadline relating specie listing critical habitat determination without fear spurious litigation rather force federal agency accept petition equal weight matter lacking science data agency allow incorporate best current data agency listing priority guidance fed reg supersede conflicting month day deadline set rule settlement action several term law become magnet misinterpretation conflicting interpretation even litigation clarified including example quot foreseeable future quot quot significant portion range quot quot jeopardy quot specie technological economic feasibility quot reasonable prudent alternative measure quot quot maximum extent practicable quot relating mitigation federal agency required disclose detail consent decree congress appropriate nepa process applied settlement ensure public input esa decision ensure include best scientific data litigious group plaintiff discouraged filing procedural challenge agency simply agree agency decision delisting determination finding specie listing warranted litigant required pay way curb repeated litigation foster court case substantive matter discourage forum shopping frequent esa litigation plaintiff esa lawsuit permitted federal court state specie primarily located hourly fee paid federal government litigious attorney esa litigation capped like federal statute prevent lucrative payment attorney fee non governmental organization individual file esa related lawsuit federal government barred receiving federal taxpayer funded grant since money fungible litigation subsidized taxpayer section strengthened ensure state role esa policy provision meaning enforceable encourage voluntary habitat conservation plan exempt critical habitat designation secretary interior commerce authorize certain circumstance reevaluate without judicial review critical habitat listing decision evidence show significant economic harm critical habitat economic analysis required time proposed listing federal agency required justify data relied upon esa decision quot best available quot data deemed quot accurate quot quot reliable quot data used federal agency esa decision made publicly available ensure accountability esa related peer review comply data quality act deemed quot arbitrary capricious,0.9905,Positive
EPA-HQ-ORD-2016-0632-0017,"Wind Turbines Kill 100,000 of bats a year,  which Hurt FARMERS.  Bats help reduced pesticides on crops,  and seed pollinate the forest which helps keep water clean.  . Loss of bats could lead to... agricultural losses ...estimated at 3.7 billion 53 billion per year...to farmers and crops not counting the forest.    Taking billions from farmers and forest,  for wind farms is a waste money and totally nonsense",wind turbine kill bat year hurt farmer bat help reduced pesticide crop seed pollinate forest help keep water clean loss bat could lead agricultural loss estimated billion billion per year farmer crop counting forest taking billion farmer forest wind farm waste money totally nonsense,-0.8858,Negative
EPA-HQ-ORD-2016-0632-0021,"Many  Nations  would like  to  add  more  natural  gas  into  their  electricity  mix  given  its  affordability and low emissions,  and Hydraulic fracturing with U.S. LNG exporting Is widely seen  as  an  excellent  source  of  new  supply. In  A  geopolitical  context, the  benefits  of  diversity  apply  to  suppliers as well as  Gas supplies,  and  the  added  option of  New US drilling Technology  enhances  both kinds of diversity.  This  Is  especially  important  to  Central And  Eastern European  Nations  heavily  reliant  on  Russia  For  natural  gas. This Dependence  has  not  only  led  to  higher prices, but also to  the  ability  of  Russia to exert political pressure on these nations. October  10, 2013, The  Subcommittee On  Energy  And  Power  Hosted  a forum:   Rene Jean-Jumeau, Haiti&#39;s Minister Delegate to the Prime Minister, sees U.S. LNG exports as a means for his country to transition &quot;from an aid based relationship to a trade based relationship.&quot; He said, &quot;The question  of  energy  is central to every type  of  issue  of  development  that  we  can consider.&quot; Jean-Jumeau added that replacing the oil Haiti currently uses  to   generate electricity  with natural  gas  would  lead  to  &quot;a  reduction  in  the  cost  of  electricity  by  at  least  30  percent.&quot;  This  would  have  the  double  benefit  of  making  electricity  more  accessible  to  the  citizens  of  Haiti  (a  majority  of  Haitians  do  not  yet  have  access  to  it),  while  also  ensuring  the  low  energy  prices  necessary  to  attract  investment  in  manufacturing. U.S. .  LNG Exports would serve to strengthen This kind of  cooperation. Ashok Kumar Mirpuri Singapore&#39;s Ambassador To  the  United States, said,  &quot;Increased  LNG Exports to Asia Would  further anchor the U.S. Economic presence and Further contribute  to  enhancing  the  region&#39;s energy security. In Doing  so,  the  U.S. Would strengthen Its partnerships  in the  region, serving regional  stability and Its global interests.&quot; Similarly,  Anita Orban, Hungary&#39;s Ambassador-at-Large for Energy Security Of the  Ministry Of Foreign Affairs, said That &quot;the United States Can advance its own foreign  policy Objectives with a  new tool which is called energy diplomacy.&quot; In effect, rising American Natural gas exports would lead  to  rising American Global  influence,  a development that these nations welcome. many Asian Nations are highly dependent on  imports  for  their  energy needs,  much Of which comes  from the unstable  Middle  East. For This  reason, the Prospect of  U.S. LNG  Is Especially valued for its stability. For example, Yasushi  Akahoshi, Japan&#39;s  Minister Of Economy, Trade,  Industry  And Energy,  Said that &quot;half Of  the expanded demand  for natural gas is coming from the Middle East,  And  our dependence  on that region is  rising.&quot; He  concluded that &quot;the Import  from  the U.S.  Would  be  the  most reliable supply, which  could bring  about  less  dependency  on the  Middle  East.&quot; Taranjit Singh Sandhu, India&#39;s Deputy  Chief  Of  Mission,  Stated that U.S. LNG Exports &quot;would Provide a steady, reliable supply Of clean  energy and  help  diversify  our imports from Our traditional suppliers.&quot;  It  Should  also  be  noted  that many  of the Nations participating  in  the  forum  have  cooperated with  the  U.S. to  impose Economic sanctions  on  Iran.  Quite  arguably,  American  self-sufficiency  in Natural gas  has  made it  easier  for  these  nations to Do so since they  now are less dependent on Iranian natural gas. Jaroslav Zajicek, Deputy Chief  Of  Mission  For  the  Czech  Republic,  Relayed  similar experiences. He Explained that  the  sharp  drop in U.S. Imports  of natural gas Is already  helping  by freeing  up additional  supplies  from  the Caribbean And other sources that  were  once  destined for The U.S.  But now  serve the  Western  European market. &quot;We  Have already seen  examples where the  Russian negotiating position during  contract-renewal talks  was weakened  thanks  to decreasing prices  on the  markets in Western  Europe,&quot; He said. With regard To the threat of Russian  Supply  disruptions  to the  Czech  Republic, Zajicek Urged  that  &quot;if Supplies  get cut, if  our  security  is  in  threat, we  have  to stand  for  each  other.  U.S.  LNG and  US Hydraulic fracturing Would  benefit  the common security  of  the  whole  transatlantic  family.&quot; Russia  Has  a  history  of  threatening to  cut  off Supply  to  Lithuania  And  other nations and  has  occasionally followed through on those threats. &quot;An  Ability to obtain natural gas from the U.S., even if very small amounts by U.S. standards,  would make a huge  impact  on the Lithuanian Gas  market  and  allow the  nation to develop a reliable alternative  to  Russian gas.",many nation would like add natural gas electricity mix given affordability low emission hydraulic fracturing lng exporting widely seen excellent source new supply geopolitical context benefit diversity apply supplier well gas supply added option new u drilling technology enhances kind diversity especially important central eastern european nation heavily reliant russia natural gas dependence led higher price also ability russia exert political pressure nation october subcommittee energy power hosted forum rene jean jumeau haiti minister delegate prime minister see lng export mean country transition quot aid based relationship trade based relationship quot said quot question energy central every type issue development consider quot jean jumeau added replacing oil haiti currently us generate electricity natural gas would lead quot reduction cost electricity least percent quot would double benefit making electricity accessible citizen haiti majority haitian yet access also ensuring low energy price necessary attract investment manufacturing lng export would serve strengthen kind cooperation ashok kumar mirpuri singapore ambassador united state said quot increased lng export asia would anchor economic presence contribute enhancing region energy security would strengthen partnership region serving regional stability global interest quot similarly anita orban hungary ambassador large energy security ministry foreign affair said quot united state advance foreign policy objective new tool called energy diplomacy quot effect rising american natural gas export would lead rising american global influence development nation welcome many asian nation highly dependent import energy need much come unstable middle east reason prospect lng especially valued stability example yasushi akahoshi japan minister economy trade industry energy said quot half expanded demand natural gas coming middle east dependence region rising quot concluded quot import would reliable supply could bring le dependency middle east quot taranjit singh sandhu india deputy chief mission stated lng export quot would provide steady reliable supply clean energy help diversify import traditional supplier quot also noted many nation participating forum cooperated impose economic sanction iran quite arguably american self sufficiency natural gas made easier nation since le dependent iranian natural gas jaroslav zajicek deputy chief mission czech republic relayed similar experience explained sharp drop import natural gas already helping freeing additional supply caribbean source destined serve western european market quot already seen example russian negotiating position contract renewal talk weakened thanks decreasing price market western europe quot said regard threat russian supply disruption czech republic zajicek urged quot supply get cut security threat stand lng u hydraulic fracturing would benefit common security whole transatlantic family quot russia history threatening cut supply lithuania nation occasionally followed threat quot ability obtain natural gas even small amount standard would make huge impact lithuanian gas market allow nation develop reliable alternative russian gas,0.9976,Positive
EPA-HQ-ORD-2016-0632-0035,See attached comments of the Utility Water Act Group (UWAG).,see attached comment utility water act group uwag,0.0,Neutral
EPA-HQ-ORD-2016-0632-0020,"Wind turbines development Might be against Article 14, Section 4 of the New York State Constitution, which specifically states that the policy of the state is to &quot;encourage the development and improvement of its agricultural lands for the production of food and other agricultural products [which]...shall include the protection of agricultural lands.&quot;. Wind Turbines are a hazard for terrestrial and aquatic habitat for 18 animal species listed as endangered or threatened in New York State that are protected under the State Endangered Species Law and associated regulations. Ecological and economic importance of insectivorous bats in Agriculture. the increased development of wind-power facilities are threatening populations of insectivorous bats Endangered and threatened wildlife may be adversely impacted through project actions such as clearing, grading and road building that occur within the habitats that they occupy. Certain species are unable to avoid direct impact due to their inherent poor mobility (e.g., Blanding&#39;s turtle, club shell mussel, and the brook floater and green floater). Bats are voracious predators of nocturnal insects, including many crop and forest pests. Analyses suggesting that loss of bats in North America could lead to agricultural losses estimated at more than $3.7 billion/year. Bats play an incredibly important role in the ecosystem, eating billions of crop-destroying insects like moths and beetles, as well as mosquitoes. But in just four years, more than a million bats have been killed. The Indiana bat is a temperate, insectivorous, migratory bat. In spring, reproductive females migrate and form maternity colonies where they bear and raise their young in wooded areas. Accordingly, significant adverse impacts to ecosystems and wildlife would result. depending upon the level of development, some agricultural land could be lost. adverse impacts to organic agriculture. The potential significant adverse environmental impacts relating to agricultural land must be considered within the framework of the goals . The severity of impacts on community character in rural communities would be greater for those areas where development is focused in a particular location or region. New York State also has special or unique character, have been afforded additional protection to ensure their availability for public use, enjoyment, and provide important wildlife habitat and open space. Surface disturbance associated with wind turbines noise and visual effects could have negative impacts on habitats on state-owned lands, and recreational use of those lands, especially in large contiguous forest patches that are valuable because they sustain wide-ranging forest species and provide important habitat for forest interior species. significant increase of visual, noise, and traffic impacts of wind turbines results in greater significant site-specific and cumulative impacts to constitutionally protected Forest Preserve land, adversely impacting its mandated &quot;forever wild&quot; forest land character and preventing the public from having a Forest Preserve experience characterized by peace and quiet as envisioned by those who framed the Forest Preserve&#39;s constitutional protection.",wind turbine development might article section new york state constitution specifically state policy state quot encourage development improvement agricultural land production food agricultural product shall include protection agricultural land quot wind turbine hazard terrestrial aquatic habitat animal specie listed endangered threatened new york state protected state endangered specie law associated regulation ecological economic importance insectivorous bat agriculture increased development wind power facility threatening population insectivorous bat endangered threatened wildlife may adversely impacted project action clearing grading road building occur within habitat occupy certain specie unable avoid direct impact due inherent poor mobility blanding turtle club shell mussel brook floater green floater bat voracious predator nocturnal insect including many crop forest pest analysis suggesting loss bat north america could lead agricultural loss estimated billion year bat play incredibly important role ecosystem eating billion crop destroying insect like moth beetle well mosquito four year million bat killed indiana bat temperate insectivorous migratory bat spring reproductive female migrate form maternity colony bear raise young wooded area accordingly significant adverse impact ecosystem wildlife would result depending upon level development agricultural land could lost adverse impact organic agriculture potential significant adverse environmental impact relating agricultural land must considered within framework goal severity impact community character rural community would greater area development focused particular location region new york state also special unique character afforded additional protection ensure availability public use enjoyment provide important wildlife habitat open space surface disturbance associated wind turbine noise visual effect could negative impact habitat state owned land recreational use land especially large contiguous forest patch valuable sustain wide ranging forest specie provide important habitat forest interior specie significant increase visual noise traffic impact wind turbine result greater significant site specific cumulative impact constitutionally protected forest preserve land adversely impacting mandated quot forever wild quot forest land character preventing public forest preserve experience characterized peace quiet envisioned framed forest preserve constitutional protection,0.8977,Positive
EPA-HQ-ORD-2016-0632-0031,"December 12, 2017<br/> <br/>To:<span style='padding-left: 30px'></span>OMB Desk Officer for EPA<br/><br/>Re:<span style='padding-left: 30px'></span>Comments Regarding Docket ID Number EPA-HQ-ORD-2016-0632 - <br/>Information Collection Request (ICR) Submitted to the Office of Management and Budget (OMB) for Review and Approval; Willingness to Pay Survey to Evaluate Recreational Benefits of Nutrient Reductions in Coastal New England Waters <br/><br/>On behalf of Barnstable Clean Water Coalition, we are pleased to provide this letter of support for the EPA Office of Research and Development&#39;s Information Collection Request, <br/>&quot;Willingness to Pay Survey to Evaluate Recreational Benefits of Nutrient Reductions in Coastal New England Waters (New)&quot;<br/> <br/>Barnstable Clean Water Coalition, works to restore and preserve clean water in the town of Barnstable on Cape Cod. The Coalition utilizes science as its foundation to educate, monitor, mitigate and advocate for clean water. Our mission merges science, technology, community stewardship and environmental conservation, all while working with other like-minded non-profits; local, state and federal resource managers; and scientific institutions.    <br/><br/>The estuaries and bays surrounding the Cape are significantly impaired, mostly from excess levels of nitrogen and other contaminants flowing into them from upstream sources and groundwater discharge. The degradation of our coastal waters is not only scientifically measurable, but anyone who has spent time on the water recently has noticed the changes. We know how important clean water is to our health, environment, and especially, our local economy.<br/><br/>The Coalition strongly supports the proposed new EPA survey of recreational benefits of nutrient reduction in coastal waters of New England.  <br/><br/>Regards,<br/> <br/>Zenas Crocker<br/>Executive Director<br/>Barnstable Clean Water Coalition<br/>zcrocker@bcleanwater.org <br/>",december omb desk officer epare comment regarding docket id number epa hq ord information collection request icr submitted office management budget omb review approval willingness pay survey evaluate recreational benefit nutrient reduction coastal new england water behalf barnstable clean water coalition pleased provide letter support epa office research development information collection request quot willingness pay survey evaluate recreational benefit nutrient reduction coastal new england water new quot barnstable clean water coalition work restore preserve clean water town barnstable cape cod coalition utilizes science foundation educate monitor mitigate advocate clean water mission merges science technology community stewardship environmental conservation working like minded non profit local state federal resource manager scientific institution estuary bay surrounding cape significantly impaired mostly excess level nitrogen contaminant flowing upstream source groundwater discharge degradation coastal water scientifically measurable anyone spent time water recently noticed change know important clean water health environment especially local economy coalition strongly support proposed new epa survey recreational benefit nutrient reduction coastal water new england regard zenas crockerexecutive directorbarnstable clean water coalitionzcrocker bcleanwater org,0.9914,Positive
EPA-HQ-OW-2003-0071-0014,"36 public comments received for W-00-16, available for review at the Water Docket in the EPA Docket Center",public comment received available review water docket epa docket center,0.0,Neutral
EPA-HQ-OW-2019-0415-0048,"Comments submitted by RES. Michael Hare - Director, Government Affairs and Communications",comment submitted re michael hare director government affair communication,0.0,Neutral
EPA-HQ-OW-2019-0415-0053,See attached file(s),see attached file,0.0,Neutral
EPA-HQ-OW-2019-0415-0052,"Please see the attached file from Restoration Systems, LLC providing comments on the proposed changes to EPA&#39;s Water Quality Trading policy.<br/><br/>",please see attached file restoration system llc providing comment proposed change epa water quality trading policy,0.3182,Positive
EPA-HQ-OW-2019-0415-0068,Attached please find comments and related documents submitted by the Western Urban Water Coalition.  Thank you for considering this information.,attached please find comment related document submitted western urban water coalition thank considering information,0.5859,Positive
EPA-HQ-OW-2019-0415-0065,Please see the attached file in .pdf format that replaces my earlier submission from today in .docx format.,please see attached file pdf format replaces earlier submission today docx format,0.3182,Positive
EPA-HQ-OW-2019-0415-0064,Please see the attached comment submitted by the National Cattlemen&#39;s Beef Association.,please see attached comment submitted national cattleman beef association,0.3182,Positive
EPA-HQ-OW-2019-0415-0072,See attached State Comment.,see attached state comment,0.0,Neutral
EPA-HQ-OW-2019-0415-0017,"A water quality trading framework should be selective in what qualifies as a tradeable credit for good water quality. Such a framework should enforce a strong preference for awarding credits for actions that demonstrably improve water quality, as opposed to those that simply protect high water quality from future degradation. Although effective protection actions are laudable, the water quality trading framework should be set up to ensure not only non-degradation within the market, but to ensure an overall improvement in water quality throughout all state and federal waters.",water quality trading framework selective qualifies tradeable credit good water quality framework enforce strong preference awarding credit action demonstrably improve water quality opposed simply protect high water quality future degradation although effective protection action laudable water quality trading framework set ensure non degradation within market ensure overall improvement water quality throughout state federal water,0.9694,Positive
EPA-HQ-OW-2019-0415-0024,See comments attached from the American Water Works Association (AWWA).,see comment attached american water work association awwa,0.0,Neutral
